protein,det_rate_train_val,det_rate_test,log2_mean_train_val,log2_sd_train_val,log2_mean_test,log2_sd_test
HHO1,0.9989953114534494,0.9991019308486754,23.032488,0.8037578,23.02672,0.69960976
HHT1,0.9319044429560169,0.9396048495734172,23.65059,3.0089076,23.443699,3.2624526
HIF1,0.9710872962714892,0.9784463403682083,20.971107,0.82056683,21.005348,0.85352165
HIP1,0.6877651261442286,0.7325999101930849,18.35016,1.2899445,18.536798,1.301179
HIR1,0.8921634293369055,0.8520431073192636,17.233425,0.58560216,17.222963,0.62537485
HIR2,0.823063183746372,0.8450830713964975,19.050869,0.75103945,19.12121,0.75618935
HIR3,0.7316365260102702,0.7260889088459811,16.731077,0.70426524,16.806402,0.7282363
HIS1,0.9998883679392722,1.0,25.050682,0.5506289,24.99115,0.48998794
HIS2,0.8673811118553248,0.8116299955096542,21.03823,1.0196846,21.012245,1.0118426
HIS3,0.9966510381781648,0.9979793444095195,22.637936,0.62628514,22.679,0.61398154
HIS4,0.9998883679392722,1.0,25.117523,0.84525245,25.154356,0.76477265
HIS5,0.9988836793927216,0.9993264481365065,24.094156,0.58666986,24.055128,0.53471786
HIS6,0.9451886581826301,0.9315222272114952,20.072586,0.8801162,20.01725,0.8875296
HIS7,0.9992185755749051,0.9995509654243376,23.831984,0.49214467,23.839325,0.46226713
HIT1,0.8794373744139317,0.8823529411764706,18.928873,1.2157816,18.927134,1.1747522
HKR1,0.0056932350971198925,0.002469690166142793,17.651167,1.1043191,16.902327,0.9952943
HLJ1,0.7806430006697924,0.7290076335877863,20.316202,0.7287618,20.344385,0.74625796
HLR1,0.03974101361911141,0.03906600808262236,20.742775,0.6425686,20.736591,0.5741227
HMF1,0.9998883679392722,1.0,25.276106,0.69149685,25.234669,0.7140479
HMG1,0.9985487832105381,0.9993264481365065,23.608522,0.56359875,23.666607,0.61206186
HMG2,0.9623799955347175,0.9741805118994162,19.774149,0.6578868,19.740486,0.61582345
HMI1,0.27796383121232415,0.2256398742703188,15.46056,0.84148365,15.444503,0.8153986
HMO1,0.9992185755749051,0.9997754827121689,23.745544,0.8223514,23.829681,0.82388794
HMRA1,0.21913373520875196,0.1607543780871127,17.952967,0.6899476,18.050945,0.7709366
HMS1,0.19892833221701273,0.21014818140996858,16.382126,0.6247158,16.375864,0.5702063
HMS2,0.008707300736771601,0.006061966771441401,15.789138,0.8144767,15.9095545,0.67051435
HMT1,0.9979906229068989,0.9977548271216884,23.321903,0.7867274,23.174892,0.7751963
HMX1,0.6411029247599911,0.5500673551863493,19.62835,1.2110732,19.553345,1.1814309
HNM1,0.741571779415048,0.7478670857656039,19.15589,1.0512187,19.194904,1.0628866
HNT1,0.9958696137530699,0.9984283789851819,23.750732,0.71689785,23.88045,0.695595
HNT2,0.9713105603929448,0.9465648854961832,21.04747,1.1714227,20.89544,1.2256068
HNT3,0.03393614646126367,0.022900763358778626,15.102659,0.7733858,15.300213,0.80155456
HO,0.0,0.0,,,,
HOB2,0.058830096003572224,0.032555006735518636,15.525497,0.52157706,15.461269,0.5189811
HOC1,0.987385577137754,0.9970812752581949,21.657042,0.5086416,21.677084,0.51989007
HOF1,0.059946416610850636,0.05994611585092052,15.498404,0.6910747,15.313237,0.6336491
HOG1,0.996539406117437,0.9984283789851819,23.58632,0.635782,23.599949,0.63279736
HOL1,0.4419513284215227,0.39717108217332736,18.748743,0.9280335,18.661432,0.940623
HOM2,1.0,1.0,25.492142,0.6000687,25.538898,0.62543195
HOM3,0.9997767358785443,0.9997754827121689,24.247524,0.628673,24.260843,0.65070677
HOM6,1.0,1.0,26.252417,0.47178817,26.156214,0.45089325
HOP2,0.0,0.0,,,,
HOR7,0.8192676936816253,0.8971710821733273,20.511889,1.1323934,20.800491,1.1775646
HOS1,0.2665773610180844,0.20655590480466995,18.192219,0.5738655,18.078833,0.59888244
HOS2,0.5745702165661978,0.5424337674000899,18.84726,0.7114993,18.82373,0.70114964
HOS3,0.9888367939272159,0.9941625505163898,20.72136,0.8082174,20.768917,0.7744519
HOS4,0.8930564858227283,0.8881903906600809,18.788197,1.3491951,18.800766,1.3553971
HOT1,0.2822058495199821,0.29658733722496633,16.072922,1.1467781,16.011745,1.1226038
HOT13,0.013395847287340924,0.006960035922766053,18.731054,0.61639345,18.389576,0.63951033
HPA2,0.47265014512167897,0.5222272114952852,18.584063,0.9589421,18.546755,0.9450534
HPA3,0.7862246037061844,0.8439604849573417,20.735086,0.7270279,20.525152,0.75142115
HPC2,0.6733645903103371,0.5999101930848675,17.765696,0.6533297,17.754713,0.6466209
HPF1,0.5073677160080375,0.46452626852267626,21.080727,2.0189152,20.853842,1.6684241
HPM1,0.9955347175708864,0.9964077233947014,21.681444,0.82325554,21.663982,0.8155003
HPR1,0.9763340031256977,0.9845083071396498,20.349146,1.1849054,20.359146,1.1549093
HPT1,0.9998883679392722,1.0,24.383389,0.4902606,24.402437,0.49285048
HRB1,0.9960928778745256,0.9984283789851819,21.829092,0.7101923,21.928509,0.6687832
HRD1,0.35298057602143335,0.33834755276156264,18.751854,2.5397038,19.174343,2.5007613
HRD3,0.981692342040634,0.9856308935788056,20.240286,0.76584893,20.235657,0.8130064
HRI1,0.9998883679392722,1.0,25.61758,0.47486296,25.486551,0.41831523
HRK1,0.9967626702388926,0.997305792546026,22.648352,0.5885145,22.625654,0.64704883
HRP1,0.9958696137530699,0.9984283789851819,23.37805,0.55848384,23.366379,0.5339913
HRQ1,0.6382004911810673,0.6585092052088011,16.95034,1.0858136,16.977287,1.0702629
HRR25,0.9967626702388926,0.9977548271216884,22.68262,0.4710012,22.640287,0.46613923
HRT1,0.5362804197365484,0.46026044005388417,17.494453,1.053805,17.605082,1.1764058
HRT3,0.5669792364367047,0.5208801077682982,18.022682,1.2893448,18.086752,1.2870129
HSC82,1.0,1.0,28.33358,0.53101027,28.366028,0.56242514
HSE1,0.9854878321053807,0.9961832061068703,21.11296,0.9143486,21.080494,0.916195
HSF1,0.9612636749274391,0.9717108217332735,19.30527,0.8846153,19.333591,0.89901626
HSH155,0.9866041527126591,0.9939380332285586,20.219265,0.49219683,20.170477,0.5000495
HSH49,0.8460593882563072,0.8352043107319264,18.236437,0.72156245,18.163197,0.74082345
HSK3,0.8484036615315919,0.815446789402784,19.20708,0.7321694,19.147947,0.772273
HSL1,0.7039517749497656,0.6279748540637629,18.224794,1.0118496,18.250566,1.0330104
HSL7,0.9630497878990846,0.9611585092052088,19.937014,0.47392586,19.817741,0.5083884
HSM3,0.995088189327975,0.9717108217332735,20.968779,0.78601784,20.479683,0.918122
HSP10,1.0,1.0,25.881018,1.2463349,26.082909,1.2661804
HSP104,0.9998883679392722,1.0,26.270878,0.93173933,26.266533,0.8248027
HSP12,1.0,1.0,27.539503,2.7203906,27.99205,2.2643754
HSP150,1.0,1.0,27.205906,1.2597251,27.14319,1.2104688
HSP26,0.9984371511498102,0.9988774135608441,28.162035,2.420752,28.57371,2.3836586
HSP30,0.7048448314355883,0.7824427480916031,22.052374,2.0497377,21.775785,1.8768753
HSP31,1.0,1.0,25.752033,1.1489167,26.090332,1.0299859
HSP32,0.2681402098682742,0.27638078132016164,21.517948,1.1433883,20.598604,1.3793849
HSP33,0.0,0.0,,,,
HSP42,0.9992185755749051,0.9995509654243376,24.275322,0.879884,24.444986,0.8638983
HSP60,1.0,1.0,27.01075,0.6887289,27.174145,0.65630436
HSP78,0.9998883679392722,1.0,24.24253,0.8381203,24.337612,0.85318345
HSP82,1.0,1.0,26.297157,0.93244594,26.351128,1.0125476
HST1,0.5521321723599018,0.4979793444095195,17.864342,0.8179035,17.869602,0.7818035
HST2,0.8663764233087743,0.9083969465648855,19.190197,1.1918583,19.363665,1.1783707
HST3,0.06452333110069212,0.0491692860350247,18.057688,1.1699346,17.888525,1.2860115
HST4,0.36001339584728737,0.345756623259991,20.945217,1.3948771,21.210382,1.2634678
HSU1,0.9359231971422193,0.9420745397395599,21.050203,1.061197,20.668219,0.9430049
HSV2,0.9032150033489619,0.9225415356982488,19.55975,1.2835859,19.616539,1.3030802
HTA1,1.0,1.0,27.98322,0.59043354,27.998564,0.59100056
HTB1,0.6148693904889484,0.6111360574764256,21.348656,1.9779851,21.660198,2.3813136
HTB2,0.33344496539406115,0.33161203412662776,28.032217,0.38324374,28.183859,0.4435995
HTD2,0.7480464389372627,0.7467444993264482,20.392187,2.3916352,20.689693,2.4889069
HTL1,0.9659522214780085,0.9636281993713516,20.971996,0.54048103,21.009045,0.51785564
HTS1,0.9996651038178165,0.9997754827121689,24.18274,0.40762296,24.206942,0.40362114
HTZ1,0.9914043313239562,0.9934889986528963,22.67064,0.7123553,22.695824,0.6919524
HUA1,0.19189551239115873,0.15783565334530758,16.581114,1.8478479,16.90045,1.784917
HUA2,0.39071221254744365,0.2074539739559946,18.224424,0.93198866,18.17342,0.9122939
HUB1,0.9099129269926323,0.9223170184104176,21.884315,0.98981524,21.955042,0.9769218
HUG1,0.24146014735432017,0.18073641670408622,22.002111,1.6852098,22.175764,1.9014347
HUL5,0.9509935253404778,0.9739559946115851,19.890366,0.707787,19.785028,0.6938492
HUT1,0.0,0.0,,,,
HVG1,0.0,0.0,,,,
HXK1,1.0,1.0,26.765469,1.4743416,27.291332,1.3832856
HXK2,1.0,1.0,26.94626,0.6851183,26.622183,0.72034955
HXT1,0.528801071667783,0.46452626852267626,20.274408,2.191625,19.644484,1.9655697
HXT13,0.02679169457468185,0.01594072743601257,18.014929,2.0722554,18.037188,2.1968553
HXT2,0.9039964277740568,0.8259991019308487,22.105528,1.5110922,22.227747,1.5754186
HXT3,0.995088189327975,0.994611585092052,23.588003,1.4356226,23.41789,1.4971521
HXT4,0.971868720696584,0.9802424786708577,21.622013,1.0905879,21.76657,1.0772208
HXT5,0.797052913596785,0.8877413560844185,22.701088,1.6853158,23.092808,1.9678206
HXT6,0.9042196918955124,0.9481365065110013,24.757023,1.6513252,24.290966,1.6984138
HXT7,0.6570663094440723,0.8230803771890436,24.574928,1.4668013,24.871727,1.5135833
HXT8,0.46673364590310334,0.5435563538392456,23.274588,1.5224243,23.024515,1.4887782
HYM1,0.9768921634293369,0.9867534800179614,18.97813,0.7700325,19.025581,0.76763
HYP2,1.0,1.0,28.135357,0.82921964,28.18018,0.8896785
HYR1,0.9989953114534494,0.9995509654243376,23.96361,0.62093204,24.044529,0.56947905
IAH1,0.9633846840812681,0.9672204759766502,20.394312,0.8134701,20.384964,0.9146588
IBA57,0.9048894842598795,0.9238886394252357,19.279581,0.9404579,19.271902,0.91259634
IBD2,0.6215673141326189,0.5978895374943871,18.844103,0.94895595,18.814745,0.9588809
ICE2,0.9296718017414601,0.9088459811405478,18.38298,0.90378106,18.418486,0.89242035
ICL1,0.8515293592319714,0.8893129770992366,24.855017,2.3566532,24.881607,2.6063669
ICL2,0.2924759991069435,0.33789851818590033,19.047016,1.5949246,19.146187,1.4962485
ICP55,0.9762223710649699,0.9797934440951953,21.382753,0.6004608,21.34374,0.6062513
ICS2,0.008818932797499441,0.01571621014818141,18.373255,0.8413935,18.372719,0.84098405
ICT1,0.48091091761553917,0.4997754827121688,17.533968,0.7460382,17.545732,0.8480326
IDH1,0.9998883679392722,1.0,25.722477,0.8339777,25.670403,0.8960285
IDH2,1.0,1.0,25.864723,0.7972997,25.841248,0.8075984
IDI1,0.9996651038178165,0.9995509654243376,24.688002,0.40483811,24.673103,0.39816836
IDP1,0.9998883679392722,1.0,25.806381,0.4697097,25.743723,0.47160015
IDP2,0.9657289573565528,0.9667714414009879,23.7233,2.1400826,24.00774,2.2013164
IDP3,0.8087742799732083,0.837449483610238,19.402773,1.0844221,19.588865,1.1409105
IDS2,0.8115650814914044,0.8022002694207454,19.994715,1.1057255,20.14195,1.0882331
IES1,0.9694128153605716,0.9735069600359227,20.131363,0.618368,20.13383,0.64357275
IES2,0.9729850413038624,0.9827121688370004,20.322,0.76765186,20.345776,0.7845908
IES3,0.9626032596561732,0.9649753030983386,19.711273,0.6052962,19.703411,0.6049235
IES4,0.9387139986604153,0.9474629546475078,19.47681,1.4292611,19.53051,1.5005488
IES5,0.4061174369278857,0.3506960035922766,18.820621,1.3283378,18.888775,1.2635614
IES6,0.5780308104487609,0.581275258194881,18.805182,0.4638815,18.774212,0.47007355
IFA38,0.9987720473319938,0.9993264481365065,22.31369,0.475105,22.325386,0.49227655
IFH1,0.5127260549229739,0.4970812752581949,19.085608,1.11844,19.039305,1.055781
IFM1,0.9200714445188658,0.9483610237988325,18.51738,0.91235256,18.667168,0.88882136
IGD1,0.9470864032150034,0.9712617871576111,21.115644,1.2616107,21.377548,1.3295538
IGO1,0.9890600580486716,0.994611585092052,21.385723,0.64813626,21.405378,0.67907953
IGO2,0.8821165438713998,0.8904355635383925,20.029415,0.71283674,20.028734,0.730117
IKI1,0.9773386916722483,0.9912438257745847,21.362928,0.6801234,21.403053,0.69312316
IKI3,0.9977673587854432,0.9982038616973506,22.11704,0.44222313,22.160358,0.43600273
IKS1,0.8083277517302969,0.801751234845083,18.540958,1.0058019,18.565575,1.0598582
ILM1,0.0405224380442063,0.030983385720700495,18.745565,0.5465269,18.794445,0.49302098
ILS1,0.9997767358785443,1.0,25.048138,0.47359252,24.951883,0.48140916
ILV1,0.9997767358785443,0.9995509654243376,24.541845,0.501023,24.499653,0.47723967
ILV2,0.9998883679392722,1.0,24.825348,0.400953,24.91385,0.37712038
ILV3,0.9997767358785443,1.0,24.967825,0.47843045,25.027016,0.44398406
ILV5,1.0,1.0,27.741722,0.48895806,27.865963,0.46967718
ILV6,0.9995534717570886,1.0,24.970972,0.50107235,24.96429,0.44562075
IMA1,0.9562402321946863,0.5287382128423889,20.166878,1.4407759,19.991173,1.4933547
IMA2,0.008818932797499441,0.006286484059272564,18.523981,0.8985205,18.678577,0.9460721
IMA3,0.3114534494306765,0.18275707229456667,18.792028,1.1230859,18.672562,1.1919775
IMA5,0.010158517526233535,0.004041311180960934,16.705845,0.57938683,16.678099,0.64392155
IMD1,0.05827193569993302,0.026717557251908396,20.262455,0.74667156,20.25667,0.7535054
IMD2,0.9686313909354767,0.9577907498877414,21.733656,1.1430917,21.759407,1.1015197
IMD3,0.9997767358785443,1.0,24.78414,0.6408835,24.708845,0.61029685
IMD4,0.9998883679392722,1.0,25.823166,0.5651899,25.78166,0.55775195
IME4,0.11140879660638535,0.09699146834306241,15.948296,0.75785226,15.877431,0.7905158
IMG1,0.9945300290243357,0.998652896273013,22.025969,0.4856535,22.153429,0.50041837
IMG2,0.9871623130162983,0.994611585092052,20.87653,0.95107913,20.973284,0.89963907
IMH1,0.9785666443402545,0.9921418949259093,21.111517,0.5954079,21.045288,0.5871717
IML1,0.8490734538959589,0.8354288280197575,17.892214,1.1095351,17.893238,1.047889
IML2,0.9989953114534494,0.9988774135608441,22.477184,0.59136003,22.41242,0.6031748
IML3,0.1822951551685644,0.1383026493039964,17.065742,0.5370113,17.10394,0.53679067
IMO32,0.9693011832998437,0.9836102379883251,19.5462,0.6111202,19.52702,0.59005
IMP1,0.0013395847287340924,0.001122586439155815,18.021315,0.49035054,18.510015,0.21957292
IMP2,0.24759991069435142,0.25819488100583743,17.415314,0.85484743,17.488005,0.8694102
IMP2',0.7876758204956463,0.7833408172429277,20.555496,0.84332234,20.52071,0.85091174
IMP3,0.9802411252511721,0.9800179613830265,21.605925,0.80382955,21.651886,0.8563844
IMP4,0.9832551908908238,0.988998652896273,21.270725,0.93912154,21.250484,1.0368892
INA17,0.6273721812904666,0.6070947462954648,18.820717,1.0632861,18.791754,1.0622883
INA22,0.4127037285108283,0.4126627750336776,19.526852,0.7329221,19.649797,0.6940366
INH1,0.8507479348068765,0.8480017961383026,23.612934,1.6816416,23.701174,1.924152
INM1,0.8015181960258987,0.731477323753929,19.94043,1.1524509,19.98354,1.0644801
INM2,0.8078812234873856,0.8789851818590031,21.277061,0.7519976,21.015627,0.7691715
INN1,0.20060281312793035,0.16659182757072294,16.743002,0.7650589,16.753643,0.7799301
INO1,1.0,1.0,29.425426,0.88030314,29.426609,0.95779765
INO2,0.2442509488725162,0.22384373596766952,16.23125,0.839007,16.155752,0.88336325
INO4,0.13127930341594105,0.13673102828917827,15.619454,0.7884751,15.66787,0.7257395
INO80,0.9898414824737665,0.9970812752581949,20.818266,0.53476214,20.79881,0.5254691
INP1,0.13418173699486494,0.15559048046699595,18.964,0.8215875,19.008274,0.71507466
INP2,0.023219468631390936,0.021104625056129322,15.470498,0.4165903,15.520264,0.40547174
INP51,0.8017414601473544,0.7718904355635384,17.994627,1.0204793,17.99846,1.0067946
INP52,0.9034382674704176,0.8850471486304445,17.763447,0.79386985,17.683882,0.7610498
INP53,0.9939718687206965,0.997305792546026,22.178532,0.53003573,22.208578,0.5302439
INP54,0.9121455682071891,0.8724741805118994,18.997202,0.7360261,18.798998,0.73012954
IOC2,0.967738334449654,0.960035922766053,20.077124,0.8726917,20.031662,0.8532081
IOC3,0.9752176825184193,0.9788953749438707,20.39144,0.8708253,20.38607,0.9011206
IOC4,0.9756642107613307,0.9838347552761563,18.947002,0.4393218,19.038103,0.45000243
IPI1,0.9801294931904443,0.9914683430624158,19.860043,0.8778921,19.808372,0.8793805
IPI3,0.9944183969636079,0.997305792546026,22.329926,0.6019254,22.345243,0.6267251
IPK1,0.017526233534271043,0.00898069151324652,17.532993,0.6944148,17.085676,1.3059384
IPL1,0.0,0.0,,,,
IPP1,1.0,1.0,26.981482,0.5303052,27.034006,0.55617934
IPT1,0.6371958026345166,0.6371800628648406,18.814882,1.1121411,18.936785,1.0580832
IQG1,0.06575128376869838,0.057700942972608894,14.312621,0.9535458,14.3493,1.2092985
IRA1,0.964947532931458,0.97103726986978,18.988674,0.9441158,19.090694,1.0178828
IRA2,0.9183969636079482,0.9528513695554558,19.319933,0.82772624,19.372473,0.8088144
IRC11,0.0810448760884126,0.08015267175572519,17.474968,1.1757202,17.65546,1.1556387
IRC15,0.7555257870060281,0.8408172429277054,19.15949,1.1383739,19.503942,1.2679058
IRC19,0.6029247599910694,0.5612932195779075,17.793169,0.579666,17.76275,0.5844972
IRC20,0.28254074570216564,0.27054333183655144,16.37949,0.5559765,16.412447,0.5372554
IRC21,0.9164992185755749,0.9286035024696901,19.563564,1.1470453,19.596586,1.1686823
IRC22,0.624246483590087,0.6771441400987877,21.263872,0.7083841,21.293707,0.7186217
IRC24,0.9964277740567091,0.9988774135608441,22.84633,0.7453253,23.020386,0.73713326
IRC25,0.8817816476892163,0.8713515940727437,19.490438,1.4867983,19.531914,1.450435
IRC3,0.2601027014958696,0.25213291423439604,16.284563,0.87233883,16.369646,0.87157285
IRC4,0.0,0.0,,,,
IRC5,0.5896405447644564,0.5985630893578806,17.606466,0.9489785,17.672377,0.9148375
IRC6,0.014847064076802858,0.014818140996856757,17.842957,0.5513528,17.700619,0.751985
IRC7,0.47320830542531817,0.2608890884598114,22.381239,1.6072259,22.108477,1.6603105
IRC8,0.010493413708417058,0.003816793893129771,16.406944,0.5204686,16.309359,0.39808536
IRE1,0.8974101361911141,0.8976201167489897,17.993948,0.88132364,17.996593,0.8637491
IRR1,0.9621567314132619,0.9330938482263135,19.320023,0.5003319,19.227959,0.58740646
IRS4,0.13887028354543424,0.12999550965424336,15.440136,0.89196885,15.4355135,0.8721871
ISA1,0.6223487385577138,0.7813201616524472,18.379915,1.1395855,18.655924,1.0862364
ISA2,0.1300513507479348,0.13942523574315221,22.112844,1.8829687,22.13359,2.0050175
ISC1,0.9847064076802858,0.9921418949259093,21.828125,0.44079393,21.7787,0.41518328
ISD11,0.9939718687206965,0.9975303098338572,23.240345,0.5348839,23.304638,0.5303139
ISF1,0.5107166778298727,0.5541086663673103,19.516123,1.2409495,19.607779,1.2250439
ISM1,0.9247599910694352,0.964077233947014,19.358309,0.71259445,19.51408,0.7062433
ISN1,0.989506586291583,0.9950606196677144,21.935566,0.6119929,21.92614,0.65439874
ISR1,0.014623799955347176,0.01661427929950606,17.293991,0.81338197,17.323414,0.71649814
IST1,0.9226389819156061,0.9418500224517288,19.802038,0.57559067,19.694845,0.59136194
IST2,0.9995534717570886,0.9997754827121689,23.306652,0.6583122,23.40109,0.67507607
IST3,0.5136191114087966,0.5197575213291423,19.30924,1.1906784,19.39211,1.2073317
ISU1,0.9617102031703505,0.9779973057925461,21.572054,0.9578892,21.815117,1.0824041
ISU2,0.07055146237999553,0.08284687920969915,19.142477,0.6535551,19.39265,0.7501181
ISW1,0.9955347175708864,0.9977548271216884,22.9899,0.64520425,22.967613,0.64562434
ISW2,0.978231748158071,0.9775482712168837,20.05816,0.566838,19.993776,0.57990545
ISY1,0.9341370841705738,0.9326448136506511,18.249222,0.7294377,18.223051,0.7294517
ITC1,0.9824737664657289,0.9878760664571172,19.867111,0.79225165,19.78044,0.8043807
ITR1,0.9991069435141773,0.997305792546026,23.125216,1.1125149,22.835552,1.1757673
ITR2,0.21835231078365708,0.20161652447238437,17.602774,1.1275271,17.651636,1.149956
ITT1,0.0,0.0,,,,
IVY1,0.9903996427774057,0.9955096542433768,20.635616,0.888497,20.707409,0.8914992
IWR1,0.2743916052690333,0.2572968118545128,15.979255,0.86853045,15.997588,0.8587351
IXR1,0.9761107390042421,0.9813650651100134,21.124691,0.7520535,21.048223,0.74138826
IZH1,0.4547890154052244,0.46452626852267626,19.81579,0.90412784,19.891861,0.92855054
IZH2,0.38434918508595667,0.42411315671306693,18.509537,0.9438251,18.838139,0.9963982
IZH3,0.1262558606831882,0.11876964526268523,17.038706,0.87324214,17.107725,0.90707785
JAC1,0.8931681178834562,0.9303996407723395,20.137589,0.8053811,20.178629,0.8150292
JEM1,0.9550122795266801,0.968343062415806,20.178675,0.70004207,20.03746,0.668365
JEN1,0.4437374413931681,0.4400538841490795,21.489603,1.2381479,21.489456,1.278399
JHD1,0.008484036615315918,0.016165244723843737,18.697515,1.469813,18.808697,1.3998406
JHD2,0.09511051574012057,0.0758868432869331,18.238148,0.9933131,18.179195,0.9493527
JID1,0.0,0.0,,,,
JIP4,0.9518865818263005,0.9438706780422093,18.32559,0.9970419,18.172287,0.98919094
JIP5,0.9825853985264568,0.9750785810507409,20.609913,0.7330122,20.588581,0.73908556
JJJ1,0.702277294038848,0.6719802424786708,17.686064,1.006662,17.713985,0.99887615
JJJ2,0.1537173476222371,0.13022002694207455,14.651025,1.05896,14.79336,1.0112637
JJJ3,0.10292475999106944,0.0976650202065559,17.4658,0.76781654,17.448963,0.76729244
JLP1,0.1569546773833445,0.14122137404580154,19.236912,1.7917981,19.212244,1.5466926
JLP2,0.7278410359455235,0.6578356533453076,19.592733,1.0310545,19.514746,0.98057586
JNM1,0.4464166108506363,0.42501122586439155,16.220926,0.93415946,16.285748,0.8627759
JSN1,0.9797945970082608,0.9770992366412213,20.625153,0.709988,20.438795,0.72697306
KAE1,0.9670685420852869,0.9770992366412213,20.683973,0.41416806,20.657831,0.4375104
KAP104,0.9979906229068989,0.998652896273013,22.483778,0.6938809,22.449066,0.7343629
KAP114,0.9751060504576915,0.9842837898518186,20.286713,0.62299687,20.280222,0.6404958
KAP120,0.986715784773387,0.987651549169286,20.84983,1.3452157,20.79364,1.4118168
KAP122,0.9272158964054477,0.9144589133363269,19.255938,0.83464426,19.241291,0.8334358
KAP123,0.9998883679392722,1.0,24.960964,0.61284775,25.004885,0.62210304
KAP95,0.9967626702388926,0.9979793444095195,23.296635,0.39678562,23.30173,0.3984826
KAR1,0.004688546550569324,0.002020655590480467,13.242446,0.41580293,13.593179,0.6380659
KAR2,1.0,1.0,26.927097,0.4071124,26.997116,0.4019432
KAR3,0.6323956240232195,0.5559048046699596,17.305897,0.84465474,17.2514,0.8509669
KAR4,0.17972761777182406,0.19892231701841043,17.292667,0.6989201,17.306355,0.73707205
KAR9,0.04554588077695914,0.03704535249214189,20.561142,2.2218232,19.927713,1.8251824
KCC4,0.5778075463273052,0.5078581050740907,17.54865,0.70842475,17.57231,0.7285032
KCH1,0.004465282429113641,0.004041311180960934,16.059925,0.5547602,15.929713,0.4788713
KCS1,0.98448314355883,0.9950606196677144,20.60787,0.569893,20.612225,0.5776012
KDX1,0.03281982585398526,0.018185900314324203,18.012415,0.63429964,17.92195,0.6066732
KEG1,0.27517302969412816,0.28917826672653796,15.510286,0.7047087,15.611298,0.7400295
KEI1,0.9106943514177271,0.8958239784463403,20.010109,0.57488555,20.2065,0.63784295
KEL1,0.9917392275061397,0.9977548271216884,21.601833,0.6467527,21.599373,0.6689999
KEL2,0.2603259656173253,0.20543331836551415,16.8693,1.3180035,16.833185,1.2215449
KEL3,0.9881670015628489,0.9964077233947014,21.912872,0.6059611,21.947556,0.5962985
KES1,0.9997767358785443,0.9997754827121689,25.173117,0.71382165,25.142303,0.70094824
KEX1,0.9794597008260773,0.9881005837449484,20.512106,0.9754728,20.560995,1.012359
KEX2,0.1997097566421076,0.17804220925011227,18.087872,1.2435018,18.090649,1.2605863
KGD1,1.0,1.0,24.834026,0.8306747,24.88614,0.8516297
KGD2,1.0,1.0,24.118313,0.85024196,24.284698,0.842396
KHA1,0.5075909801294932,0.3942523574315222,18.45165,0.728661,18.42699,0.7245876
KIC1,0.9765572672471534,0.968343062415806,19.611862,0.78832704,19.584702,0.7996192
KIN1,0.9902880107166778,0.995958688819039,21.243952,0.48901665,21.233238,0.50042224
KIN2,0.9861576244697478,0.9961832061068703,20.398848,0.82737386,20.398335,0.8205447
KIN28,0.9819156061620897,0.9912438257745847,20.38744,0.7735707,20.454605,0.79597265
KIN3,0.6141995981245814,0.56757970363718,17.119467,0.66960186,17.17273,0.6308174
KIN4,0.8859120339361465,0.8495734171531207,19.204859,1.2430698,19.248161,1.2364131
KIN82,0.0,0.0,,,,
KIP1,0.00971198928332217,0.008531656937584195,14.162421,1.0595986,14.52786,0.95387286
KIP2,0.6790578254074571,0.5752132914234396,16.84567,1.0469077,16.850735,1.0782228
KIP3,0.7913596784996652,0.6977997305792546,18.932112,1.1117232,18.867401,1.1051904
KKQ8,0.7469301183299843,0.8300404131118096,20.200575,0.63753885,20.224688,0.5892796
KNS1,0.5138423755302522,0.5208801077682982,20.178976,1.3006358,20.556725,1.4660044
KOG1,0.9773386916722483,0.9842837898518186,19.76229,0.72426087,19.696445,0.7100071
KRE2,0.997878990846171,0.9993264481365065,23.156622,0.40479884,23.168474,0.45493108
KRE28,0.11174369278856888,0.06398742703188146,18.005491,0.82844865,17.951315,0.8461973
KRE29,0.27316365260102704,0.21216883700044903,14.687,0.6276957,14.590274,0.69097024
KRE33,0.9996651038178165,0.9997754827121689,23.029343,0.6539816,23.018114,0.63960963
KRE5,0.9785666443402545,0.9928154467894028,20.429998,0.5367393,20.402185,0.5220799
KRE6,0.9919624916275954,0.986304445442299,21.704533,0.872044,21.777914,0.9292751
KRE9,0.4657289573565528,0.4411764705882353,20.141878,0.8341487,20.02169,0.8386855
KRI1,0.9915159633846841,0.9966322406825325,22.1484,0.7865272,22.18243,0.79051983
KRR1,0.9948649252065193,0.9982038616973506,24.196608,0.9631602,24.178783,0.9804697
KRS1,1.0,1.0,26.318752,0.47782034,26.236345,0.45278433
KSH1,0.9498772047331994,0.9362370902559497,19.12884,0.49177176,19.08536,0.5077959
KSP1,0.9696360794820272,0.9378087112707678,19.58352,0.85532993,19.425821,0.86180836
KSS1,0.8070997990622907,0.7346205657835654,19.03603,0.8402317,19.011602,0.84420776
KTD1,0.14422862246037063,0.09137853614728333,17.64564,1.2090771,17.324337,1.2672387
KTI12,0.990846171020317,0.9961832061068703,21.93557,0.89384246,21.928593,0.8208361
KTR1,0.9995534717570886,0.9997754827121689,23.585545,0.4664783,23.667513,0.45351022
KTR2,0.4149363697253851,0.33161203412662776,17.342052,0.8337036,17.250114,0.83736646
KTR3,0.9977673587854432,0.9988774135608441,22.168566,0.40776566,22.1832,0.40239486
